image_path,label id
/biograd-A/true_positives/raw/biograd-A_00006_left.jpg,15
/biograd-A/true_positives/raw/biograd-A_00007_left.jpg,15
/biograd-A/true_positives/raw/biograd-A_00009_left.jpg,15
/biograd-A/true_positives/raw/biograd-A_00012_left.jpg,15
/biograd-A/true_positives/raw/biograd-A_00013_left.jpg,15
/biograd-A/true_positives/raw/biograd-A_00025_left.jpg,1
/biograd-A/true_positives/raw/biograd-A_00026_left.jpg,1
/biograd-A/true_positives/raw/biograd-A_00027_left.jpg,1
/biograd-A/true_positives/raw/biograd-A_00028_left.jpg,1
/biograd-A/true_positives/raw/biograd-A_00029_left.jpg,1
/biograd-A/true_positives/raw/biograd-A_00030_left.jpg,1
/biograd-A/true_positives/raw/biograd-A_00031_left.jpg,1
/biograd-A/true_positives/raw/biograd-A_00032_left.jpg,1
/biograd-A/true_positives/raw/biograd-A_00034_left.jpg,0
/biograd-A/true_positives/raw/biograd-A_00035_left.jpg,0
/biograd-A/true_positives/raw/biograd-A_00036_left.jpg,0
/biograd-A/true_positives/raw/biograd-A_00037_left.jpg,0
/biograd-A/true_positives/raw/biograd-A_00038_left.jpg,0
/biograd-A/true_positives/raw/biograd-A_00039_left.jpg,11
/biograd-A/true_positives/raw/biograd-A_00040_left.jpg,11
/biograd-A/true_positives/raw/biograd-A_00041_left.jpg,11
/biograd-A/true_positives/raw/biograd-A_00042_left.jpg,11
/biograd-A/true_positives/raw/biograd-A_00048_left.jpg,12
/biograd-A/true_positives/raw/biograd-A_00049_left.jpg,12
/biograd-A/true_positives/raw/biograd-A_00050_left.jpg,12
/biograd-A/true_positives/raw/biograd-A_00051_left.jpg,12
/biograd-A/true_positives/raw/biograd-A_00052_left.jpg,12
/biograd-A/true_positives/raw/biograd-A_00053_left.jpg,12
/biograd-A/true_positives/raw/biograd-A_00055_left.jpg,12
/biograd-A/true_positives/raw/biograd-A_00056_left.jpg,12
/biograd-A/true_positives/raw/biograd-A_00057_left.jpg,12
/biograd-A/true_positives/raw/biograd-A_00058_left.jpg,12
/biograd-A/true_positives/raw/biograd-A_00068_left.jpg,13
/biograd-A/true_positives/raw/biograd-A_00069_left.jpg,13
/biograd-A/true_positives/raw/biograd-A_00070_left.jpg,13
/biograd-A/true_positives/raw/biograd-A_00071_left.jpg,13
/biograd-A/true_positives/raw/biograd-A_00072_left.jpg,13
/biograd-A/true_positives/raw/biograd-A_00073_left.jpg,13
/biograd-A/true_positives/raw/biograd-A_00074_left.jpg,13
/biograd-A/true_positives/raw/biograd-A_00075_left.jpg,13
/biograd-A/true_positives/raw/biograd-A_00076_left.jpg,13
/biograd-A/true_positives/raw/biograd-A_00104_left.jpg,15
/biograd-A/true_positives/raw/biograd-A_00105_left.jpg,15
/biograd-A/true_positives/raw/biograd-A_00107_left.jpg,15
/biograd-A/true_positives/raw/biograd-A_00108_left.jpg,15
/biograd-A/true_positives/raw/biograd-A_00109_left.jpg,15
